team num, name, avegF&QF, video1, video2, video3, video4, video5
48, Delphi E.L.I.T.E., 169, youtube.com/watch?v=a1cmgl2-FG0, youtube.com/watch?v=CZKsez8VEuc, youtube.com/watch?v=btBuvG60zFU, youtube.com/watch?v=zUXhLZASnO4
58, The Riot Crew, 0, youtube.com/watch?v=oPUUFKutBN0, youtube.com/watch?v=3wV7mcY2peo, youtube.com/watch?v=HEPqxgi3z-s, youtube.com/watch?v=m2a4x8N4phs?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9
141, WOBOT, 0, youtube.com/watch?v=yzQc7XwHnrE, youtube.com/watch?v=DGjqrGvtJwg, youtube.com/watch?v=fIYrD2ph-Tc, youtube.com/watch?v=oIAcVIYRxKU
171, Cheese Curd Herd, 0, youtube.com/watch?v=G6rKG3_AwPo, youtube.com/watch?v=7PLi05vkQMU, youtube.com/watch?v=x5OFzEN7aSk, youtube.com/watch?v=ECCgbU6CJQo?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9
226, Hammerheads, 169, youtube.com/watch?v=cPTiNwaGYcs, youtube.com/watch?v=QYYJE1GxL-k, youtube.com/watch?v=loyhzojr58w, youtube.com/watch?v=zUXhLZASnO4
244, RoboDawgs 3D, 0, youtube.com/watch?v=B5CAmLqM2ao, youtube.com/watch?v=jS6KLVFXt8s, youtube.com/watch?v=G6rKG3_AwPo, youtube.com/watch?v=nX6jUfmBj_A
292, PantherTech, 0, youtube.com/watch?v=rA0hzVtePSw, youtube.com/watch?v=jS6KLVFXt8s, youtube.com/watch?v=3wV7mcY2peo, youtube.com/watch?v=HA07w3rp-RA
319, Big Bad Bob, 138
340, G.R.R. (Greater Rochester Robotics), 185, youtube.com/watch?v=x5OFzEN7aSk, youtube.com/watch?v=ECCgbU6CJQo?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9, youtube.com/watch?v=Z0fUuoXORUM, youtube.com/watch?v=wA7hMD5hSsQ
358, Robotic Eagles, 0, youtube.com/watch?v=1ODHV3y8IVk, youtube.com/watch?v=_bAUnG01iII, youtube.com/watch?v=ZYCsU4vA9Gs, youtube.com/watch?v=2XqnNbqnAPg
612, Chantilly Robotics, 0, youtube.com/watch?v=7ryMShv6vag, youtube.com/watch?v=I8w-w6CLnT8, youtube.com/watch?v=EqJSdKbsvk8, youtube.com/watch?v=7PLi05vkQMU
624, CRyptonite, 169, youtube.com/watch?v=I8w-w6CLnT8, youtube.com/watch?v=EqJSdKbsvk8, youtube.com/watch?v=o_2H3G9Cf00, youtube.com/watch?v=mp4Oj0VLvmo
668, The Apes of Wrath, 0, youtube.com/watch?v=iI51UBSirYQ, youtube.com/watch?v=B5CAmLqM2ao, youtube.com/watch?v=fIYrD2ph-Tc, youtube.com/watch?v=7PLi05vkQMU
706, CYBERHAWKS, 172, youtube.com/watch?v=DCHyyuSALKk, youtube.com/watch?v=oIAcVIYRxKU, youtube.com/watch?v=zvdChjBCC4Y, youtube.com/watch?v=8Z8LxIqrw1E
1025, IMPIS, 0, youtube.com/watch?v=EoC39zTrHMY, youtube.com/watch?v=wRcLt6qGRjE, youtube.com/watch?v=nX6jUfmBj_A, youtube.com/watch?v=BoEX1v4TStE
1225, Gorillas, 0
1255, Blarglefish, 0
1311, Kell Robotics, 81, youtube.com/watch?v=n_Jg1I6BGlE, youtube.com/watch?v=DGjqrGvtJwg, youtube.com/watch?v=jZVMgCFD8ks, youtube.com/watch?v=e0wV8WUEB4g
1323, MadTown Robotics, 210, youtube.com/watch?v=Js55lDL37cA, youtube.com/watch?v=J1xTqhYMlz4, youtube.com/watch?v=ER_SY0QkFys, youtube.com/watch?v=SnK3V7e_q6c
1403, Cougar Robotics, 0, youtube.com/watch?v=iI51UBSirYQ, youtube.com/watch?v=O7cJeG5-gqs, youtube.com/watch?v=oIAcVIYRxKU, youtube.com/watch?v=ToGpVuXwT64
1502, Technical Difficulties, 0, youtube.com/watch?v=tnHOTh0DZ6s, youtube.com/watch?v=NGNLRt3sJS8, youtube.com/watch?v=rklvgAQjTIc?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9, youtube.com/watch?v=a1cmgl2-FG0
1515, MorTorq, 0, youtube.com/watch?v=O7cJeG5-gqs, youtube.com/watch?v=e0wV8WUEB4g, youtube.com/watch?v=zvdChjBCC4Y, youtube.com/watch?v=iI51UBSirYQ
1523, MARS (Mega Awesome Robotic Systems), 0, youtube.com/watch?v=QqENq239AEQ?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9, youtube.com/watch?v=I8w-w6CLnT8, youtube.com/watch?v=EqJSdKbsvk8, youtube.com/watch?v=PdquDk6ypFo
1610, B.O.T. (Builders of Tomorrow), 0, youtube.com/watch?v=rklvgAQjTIc?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9, youtube.com/watch?v=QYYJE1GxL-k, youtube.com/watch?v=6At8kQlhYZQ, youtube.com/watch?v=iI51UBSirYQ
1647, Iron Devils, 0, youtube.com/watch?v=Hd7kMNGt8RE, youtube.com/watch?v=a1cmgl2-FG0, youtube.com/watch?v=9ahhlDsxJKc, youtube.com/watch?v=iI51UBSirYQ
1658, Tech Heads, 185, youtube.com/watch?v=e0wV8WUEB4g, youtube.com/watch?v=ZYCsU4vA9Gs, youtube.com/watch?v=oCkIIJ0vXQc, youtube.com/watch?v=wA7hMD5hSsQ
1806, S.W.A.T., 158, youtube.com/watch?v=NGNLRt3sJS8, youtube.com/watch?v=rklvgAQjTIc?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9, youtube.com/watch?v=RrXADqo00XE, youtube.com/watch?v=mp4Oj0VLvmo
1836, The MilkenKnights, 0, youtube.com/watch?v=j1OKkTbMr9k, youtube.com/watch?v=I8w-w6CLnT8, youtube.com/watch?v=EqJSdKbsvk8, youtube.com/watch?v=SIONtz_SjhE
2054, Tech Vikes, 178, youtube.com/watch?v=QYYJE1GxL-k, youtube.com/watch?v=zvdChjBCC4Y, youtube.com/watch?v=btBuvG60zFU, youtube.com/watch?v=zUXhLZASnO4
2059, The Hitchhikers, 0
2062, C.O.R.E 2062, 158, youtube.com/watch?v=cPTiNwaGYcs, youtube.com/watch?v=nX6jUfmBj_A, youtube.com/watch?v=zvdChjBCC4Y, youtube.com/watch?v=btBuvG60zFU
2122, Team Tators, 166, youtube.com/watch?v=B5CAmLqM2ao, youtube.com/watch?v=3wV7mcY2peo, youtube.com/watch?v=RrXADqo00XE, youtube.com/watch?v=ToGpVuXwT64
2137, TORC, 210, youtube.com/watch?v=Js55lDL37cA, youtube.com/watch?v=J1xTqhYMlz4, youtube.com/watch?v=ER_SY0QkFys, youtube.com/watch?v=SnK3V7e_q6c
2170, Titanium Tomahawks, 101
2191, Flux Core, 0, youtube.com/watch?v=E2eO1JLc5kQ, youtube.com/watch?v=UJOE-Zl5aKw, youtube.com/watch?v=jZVMgCFD8ks, youtube.com/watch?v=e0wV8WUEB4g
2399, Fighting Unicorns, 0, youtube.com/watch?v=DCHyyuSALKk, youtube.com/watch?v=SIONtz_SjhE, youtube.com/watch?v=loyhzojr58w, youtube.com/watch?v=iI51UBSirYQ
2415, WiredCats, 0, youtube.com/watch?v=wKw2ZGKgkNw, youtube.com/watch?v=k63l5BdfK2U, youtube.com/watch?v=Hd7kMNGt8RE, youtube.com/watch?v=k8Nr0AevbJw
2481, Roboteers, 169, youtube.com/watch?v=PdquDk6ypFo, youtube.com/watch?v=9ahhlDsxJKc, youtube.com/watch?v=2XqnNbqnAPg, youtube.com/watch?v=SBojyvgiaDE?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9
2486, CocoNuts, 0, youtube.com/watch?v=jZVMgCFD8ks, youtube.com/watch?v=1ODHV3y8IVk, youtube.com/watch?v=_bAUnG01iII, youtube.com/watch?v=RrXADqo00XE
2526, Crimson Robotics, 183, youtube.com/watch?v=0ULrBGXdqmc, youtube.com/watch?v=S8PWYWgKdNw, youtube.com/watch?v=CgSbqEH-jmM
2587, DiscoBots, 185, youtube.com/watch?v=m2a4x8N4phs?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9, youtube.com/watch?v=ZYCsU4vA9Gs, youtube.com/watch?v=iI51UBSirYQ, youtube.com/watch?v=sYeHemy_Pr4
2613, PROTOBOT, 0, youtube.com/watch?v=B5CAmLqM2ao, youtube.com/watch?v=X_i1mYYNDDo, youtube.com/watch?v=3wV7mcY2peo, youtube.com/watch?v=a1cmgl2-FG0
2635, Lake Monsters, 0, youtube.com/watch?v=jS6KLVFXt8s, youtube.com/watch?v=DCHyyuSALKk, youtube.com/watch?v=7PLi05vkQMU, youtube.com/watch?v=BoEX1v4TStE
2658, Team Pedestrian, 0, youtube.com/watch?v=NKLAzJurrUQ, youtube.com/watch?v=EoC39zTrHMY, youtube.com/watch?v=dayNDXKi8HM, youtube.com/watch?v=PdquDk6ypFo
2875, CyberHawks, 0, youtube.com/watch?v=wRcLt6qGRjE, youtube.com/watch?v=k63l5BdfK2U, youtube.com/watch?v=O7cJeG5-gqs, youtube.com/watch?v=HA07w3rp-RA
2883, F.R.E.D (Fighting Rednecks Engineering and Design), 0, youtube.com/watch?v=qo_jsckrud4, youtube.com/watch?v=SIONtz_SjhE, youtube.com/watch?v=ZYCsU4vA9Gs, youtube.com/watch?v=2XqnNbqnAPg
2930, Sonic Squirrels, 169, youtube.com/watch?v=qo_jsckrud4, youtube.com/watch?v=nX6jUfmBj_A, youtube.com/watch?v=CZKsez8VEuc, youtube.com/watch?v=8Z8LxIqrw1E
2950, Devastators, 0, youtube.com/watch?v=DGjqrGvtJwg, youtube.com/watch?v=G6rKG3_AwPo, youtube.com/watch?v=HA07w3rp-RA, youtube.com/watch?v=mp4Oj0VLvmo
2959, Robotarians, 169, youtube.com/watch?v=SBojyvgiaDE?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9, youtube.com/watch?v=iI51UBSirYQ, youtube.com/watch?v=sYeHemy_Pr4, youtube.com/watch?v=zUXhLZASnO4
2960, automation nation, 188, youtube.com/watch?v=r55EsnOIpck, youtube.com/watch?v=BoEX1v4TStE, youtube.com/watch?v=2XqnNbqnAPg, youtube.com/watch?v=SBojyvgiaDE?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9
2992, The SS Prometheus, 0, youtube.com/watch?v=7ryMShv6vag, youtube.com/watch?v=sYeHemy_Pr4, youtube.com/watch?v=iI51UBSirYQ, youtube.com/watch?v=k8Nr0AevbJw
3132, Thunder Down Under, 183, youtube.com/watch?v=0ULrBGXdqmc, youtube.com/watch?v=S8PWYWgKdNw, youtube.com/watch?v=CgSbqEH-jmM
3184, Blaze Robotics, 0, youtube.com/watch?v=cPTiNwaGYcs, youtube.com/watch?v=k8Nr0AevbJw, youtube.com/watch?v=1ODHV3y8IVk, youtube.com/watch?v=_bAUnG01iII
3250, Kennedy Robotics, 0, youtube.com/watch?v=n_Jg1I6BGlE, youtube.com/watch?v=tnHOTh0DZ6s, youtube.com/watch?v=3wV7mcY2peo, youtube.com/watch?v=oIAcVIYRxKU
3360, Hyperion, 166, youtube.com/watch?v=NKuJAGfqQRY, youtube.com/watch?v=X_i1mYYNDDo, youtube.com/watch?v=RrXADqo00XE, youtube.com/watch?v=cCIYDD_nJsI
3476, Code Orange, 183, youtube.com/watch?v=0ULrBGXdqmc, youtube.com/watch?v=S8PWYWgKdNw, youtube.com/watch?v=CgSbqEH-jmM
3656, Dreadbots, 154, youtube.com/watch?v=UJOE-Zl5aKw, youtube.com/watch?v=3wV7mcY2peo, youtube.com/watch?v=SIONtz_SjhE, youtube.com/watch?v=oCkIIJ0vXQc
3824, HVA RoHAWKtics, 210, youtube.com/watch?v=Js55lDL37cA, youtube.com/watch?v=J1xTqhYMlz4, youtube.com/watch?v=ER_SY0QkFys, youtube.com/watch?v=SnK3V7e_q6c
3847, Spectrum, 0, youtube.com/watch?v=6KmRdxS8C4s, youtube.com/watch?v=QqENq239AEQ?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9, youtube.com/watch?v=qo_jsckrud4, youtube.com/watch?v=o_2H3G9Cf00
3941, Absolute Zero Electricity (AZE), 0, youtube.com/watch?v=sYeHemy_Pr4, youtube.com/watch?v=iI51UBSirYQ, youtube.com/watch?v=fIYrD2ph-Tc, youtube.com/watch?v=SIONtz_SjhE
4003, TriSonics, 162, youtube.com/watch?v=sYeHemy_Pr4, youtube.com/watch?v=iI51UBSirYQ, youtube.com/watch?v=Hd7kMNGt8RE, youtube.com/watch?v=QYYJE1GxL-k
4050, 4-H Biohazard, 0, youtube.com/watch?v=oPUUFKutBN0, youtube.com/watch?v=iI51UBSirYQ, youtube.com/watch?v=B5CAmLqM2ao, youtube.com/watch?v=oIAcVIYRxKU
4256, Cyborg Cats, 0, youtube.com/watch?v=Yad__BnQkI4, youtube.com/watch?v=Do75lST__Vw, youtube.com/watch?v=oPUUFKutBN0, youtube.com/watch?v=k8Nr0AevbJw
4481, Team Rembrandts, 0, youtube.com/watch?v=x5OFzEN7aSk, youtube.com/watch?v=ECCgbU6CJQo?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9, youtube.com/watch?v=Z0fUuoXORUM, youtube.com/watch?v=2XqnNbqnAPg
4571, Rambots, 0, youtube.com/watch?v=cPTiNwaGYcs, youtube.com/watch?v=HEPqxgi3z-s, youtube.com/watch?v=m2a4x8N4phs?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9, youtube.com/watch?v=ToGpVuXwT64
5006, Apophis, 0, youtube.com/watch?v=7ryMShv6vag, youtube.com/watch?v=O7cJeG5-gqs, youtube.com/watch?v=o_2H3G9Cf00, youtube.com/watch?v=BoEX1v4TStE
5072, Raider Robotics, 0, youtube.com/watch?v=j1OKkTbMr9k, youtube.com/watch?v=qo_jsckrud4, youtube.com/watch?v=e0wV8WUEB4g, youtube.com/watch?v=HA07w3rp-RA
5314, Ice Bots, 0, youtube.com/watch?v=6KmRdxS8C4s, youtube.com/watch?v=QqENq239AEQ?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9, youtube.com/watch?v=jZVMgCFD8ks, youtube.com/watch?v=7PLi05vkQMU
5415, Bears, 0, youtube.com/watch?v=DCHyyuSALKk, youtube.com/watch?v=I8w-w6CLnT8, youtube.com/watch?v=EqJSdKbsvk8, youtube.com/watch?v=nX6jUfmBj_A
5422, Stormgears FRC, 0, youtube.com/watch?v=rA0hzVtePSw, youtube.com/watch?v=X_i1mYYNDDo, youtube.com/watch?v=HA07w3rp-RA, youtube.com/watch?v=CZKsez8VEuc
5528, Ultime, 0, youtube.com/watch?v=RrXADqo00XE, youtube.com/watch?v=x5OFzEN7aSk, youtube.com/watch?v=ECCgbU6CJQo?list=PLf-q3IUvHF2ZRz7argvGp4JHwcr6j-mH9, youtube.com/watch?v=Z0fUuoXORUM
5582, Rex Machina, 0, youtube.com/watch?v=j1OKkTbMr9k, youtube.com/watch?v=Hd7kMNGt8RE, youtube.com/watch?v=e0wV8WUEB4g, youtube.com/watch?v=RrXADqo00XE
5627, 